[2018-04-17 17:17:54,266: WARNING/MainProcess] /usr/lib/python2.7/site-packages/celery/apps/worker.py:161: CDeprecationWarning: 
Starting from version 3.2 Celery will refuse to accept pickle by default.

The pickle serializer is a security concern as it may give attackers
the ability to execute any command.  It's important to secure
your broker from unauthorized access when using pickle, so we think
that enabling pickle should require a deliberate action and not be
the default choice.

If you depend on pickle then you should set a setting to disable this
warning and to be sure that everything will continue working
when you upgrade to Celery 3.2::

    CELERY_ACCEPT_CONTENT = ['pickle', 'json', 'msgpack', 'yaml']

You must only enable the serializers that you will actually use.


  warnings.warn(CDeprecationWarning(W_PICKLE_DEPRECATED))
[2018-04-17 17:17:55,368: WARNING/MainProcess] /usr/lib/python2.7/site-packages/djcelery/loaders.py:133: UserWarning: Using settings.DEBUG leads to a memory leak, never use this setting in production environments!
  warn('Using settings.DEBUG leads to a memory leak, never '
[2018-04-17 17:17:55,369: WARNING/MainProcess] /usr/lib/python2.7/site-packages/celery/fixups/django.py:265: UserWarning: Using settings.DEBUG leads to a memory leak, never use this setting in production environments!
  warnings.warn('Using settings.DEBUG leads to a memory leak, never '
[2018-04-17 17:17:55,369: WARNING/MainProcess] celery@bogon ready.
[2018-04-17 17:17:56,707: WARNING/MainProcess] Exception
[2018-04-17 17:17:56,707: WARNING/MainProcess] KeyError
[2018-04-17 17:17:56,707: WARNING/MainProcess] :
[2018-04-17 17:17:56,707: WARNING/MainProcess] KeyError(140646120990528,)
[2018-04-17 17:17:56,708: WARNING/MainProcess] in
[2018-04-17 17:17:56,708: WARNING/MainProcess] <module 'threading' from '/usr/lib64/python2.7/threading.pyc'>
[2018-04-17 17:17:56,708: WARNING/MainProcess] ignored
[2018-04-17 17:17:59,459: WARNING/MainProcess] /usr/lib/python2.7/site-packages/celery/apps/worker.py:161: CDeprecationWarning: 
Starting from version 3.2 Celery will refuse to accept pickle by default.

The pickle serializer is a security concern as it may give attackers
the ability to execute any command.  It's important to secure
your broker from unauthorized access when using pickle, so we think
that enabling pickle should require a deliberate action and not be
the default choice.

If you depend on pickle then you should set a setting to disable this
warning and to be sure that everything will continue working
when you upgrade to Celery 3.2::

    CELERY_ACCEPT_CONTENT = ['pickle', 'json', 'msgpack', 'yaml']

You must only enable the serializers that you will actually use.


  warnings.warn(CDeprecationWarning(W_PICKLE_DEPRECATED))
[2018-04-17 17:18:00,557: WARNING/MainProcess] /usr/lib/python2.7/site-packages/djcelery/loaders.py:133: UserWarning: Using settings.DEBUG leads to a memory leak, never use this setting in production environments!
  warn('Using settings.DEBUG leads to a memory leak, never '
[2018-04-17 17:18:00,557: WARNING/MainProcess] /usr/lib/python2.7/site-packages/celery/fixups/django.py:265: UserWarning: Using settings.DEBUG leads to a memory leak, never use this setting in production environments!
  warnings.warn('Using settings.DEBUG leads to a memory leak, never '
[2018-04-17 17:18:00,558: WARNING/MainProcess] celery@bogon ready.
[2018-04-17 17:18:21,034: DEBUG/Worker-2] (0.000) SELECT `celery_taskmeta`.`id`, `celery_taskmeta`.`task_id`, `celery_taskmeta`.`status`, `celery_taskmeta`.`result`, `celery_taskmeta`.`date_done`, `celery_taskmeta`.`traceback`, `celery_taskmeta`.`hidden`, `celery_taskmeta`.`meta` FROM `celery_taskmeta` WHERE `celery_taskmeta`.`task_id` = '84dbb2e2-0b1c-4606-9014-8fa1c6ab3a78'; args=('84dbb2e2-0b1c-4606-9014-8fa1c6ab3a78',)
[2018-04-19 04:00:00,078: DEBUG/Worker-2] (0.001) DELETE FROM celery_taskmeta WHERE hidden=1; args=(True,)
[2018-04-19 04:00:00,083: DEBUG/Worker-2] (0.000) UPDATE `celery_tasksetmeta` SET `hidden` = 1 WHERE `celery_tasksetmeta`.`date_done` < '2018-04-17 20:00:00'; args=(True, u'2018-04-17 20:00:00')
[2018-04-19 04:00:00,083: DEBUG/Worker-2] (0.000) DELETE FROM celery_tasksetmeta WHERE hidden=1; args=(True,)
[2018-04-19 04:00:00,081: DEBUG/Worker-1] (0.002) SELECT `dashboard_userprofile`.`id`, `dashboard_userprofile`.`password`, `dashboard_userprofile`.`last_login`, `dashboard_userprofile`.`is_superuser`, `dashboard_userprofile`.`username`, `dashboard_userprofile`.`first_name`, `dashboard_userprofile`.`last_name`, `dashboard_userprofile`.`email`, `dashboard_userprofile`.`is_staff`, `dashboard_userprofile`.`is_active`, `dashboard_userprofile`.`date_joined`, `dashboard_userprofile`.`name_cn`, `dashboard_userprofile`.`phone` FROM `dashboard_userprofile`; args=()
[2018-04-19 04:00:00,087: DEBUG/Worker-2] (0.000) SELECT `celery_taskmeta`.`id`, `celery_taskmeta`.`task_id`, `celery_taskmeta`.`status`, `celery_taskmeta`.`result`, `celery_taskmeta`.`date_done`, `celery_taskmeta`.`traceback`, `celery_taskmeta`.`hidden`, `celery_taskmeta`.`meta` FROM `celery_taskmeta` WHERE `celery_taskmeta`.`task_id` = '7ebc50e3-8b7e-4e52-9551-046802dd1dd2'; args=('7ebc50e3-8b7e-4e52-9551-046802dd1dd2',)
[2018-04-19 04:00:00,092: DEBUG/Worker-2] (0.001) INSERT INTO `celery_taskmeta` (`task_id`, `status`, `result`, `date_done`, `traceback`, `hidden`, `meta`) VALUES ('7ebc50e3-8b7e-4e52-9551-046802dd1dd2', 'SUCCESS', NULL, '2018-04-18 20:00:00', NULL, 0, 'eJxrYKotZIzgYGBgSM7IzEkpSs0rZIotZC7WAwBWuwcA'); args=['7ebc50e3-8b7e-4e52-9551-046802dd1dd2', 'SUCCESS', None, u'2018-04-18 20:00:00', None, False, u'eJxrYKotZIzgYGBgSM7IzEkpSs0rZIotZC7WAwBWuwcA']
[2018-04-19 04:00:00,096: DEBUG/Worker-1] (0.001) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-18%' AND `work_order_workorder`.`type` = 0); args=(u'%2018-04-18%', 0)
[2018-04-19 04:00:00,098: DEBUG/Worker-1] (0.001) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-18%' AND `work_order_workorder`.`type` = 1); args=(u'%2018-04-18%', 1)
[2018-04-19 04:00:00,099: DEBUG/Worker-1] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-18%' AND `work_order_workorder`.`type` = 2); args=(u'%2018-04-18%', 2)
[2018-04-19 04:00:00,101: DEBUG/Worker-1] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-18%' AND `work_order_workorder`.`type` = 3); args=(u'%2018-04-18%', 3)
[2018-04-19 04:00:00,105: DEBUG/Worker-1] (0.002) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-18%' AND `work_order_workorder`.`type` = 4); args=(u'%2018-04-18%', 4)
[2018-04-19 04:00:00,107: WARNING/Worker-1] {'user_id': 1L, 'type4': 0, 'type1': 0, 'type0': 0, 'type3': 0, 'type2': 0}
[2018-04-19 04:00:00,112: DEBUG/Worker-1] (0.001) INSERT INTO `work_order_orderstatistics` (`uid_id`, `type0`, `type1`, `type2`, `type3`, `type4`, `statime`) VALUES (1, 0, 0, 0, 0, 0, '2018-04-18'); args=[1, 0, 0, 0, 0, 0, u'2018-04-18']
[2018-04-19 04:00:00,118: DEBUG/Worker-1] (0.001) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-18%' AND `work_order_workorder`.`assign_to_id` = 2 AND `work_order_workorder`.`type` = 0); args=(u'%2018-04-18%', 2, 0)
[2018-04-19 04:00:00,122: DEBUG/Worker-1] (0.002) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-18%' AND `work_order_workorder`.`assign_to_id` = 2 AND `work_order_workorder`.`type` = 1); args=(u'%2018-04-18%', 2, 1)
[2018-04-19 04:00:00,123: DEBUG/Worker-1] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-18%' AND `work_order_workorder`.`assign_to_id` = 2 AND `work_order_workorder`.`type` = 2); args=(u'%2018-04-18%', 2, 2)
[2018-04-19 04:00:00,125: DEBUG/Worker-1] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-18%' AND `work_order_workorder`.`assign_to_id` = 2 AND `work_order_workorder`.`type` = 3); args=(u'%2018-04-18%', 2, 3)
[2018-04-19 04:00:00,126: DEBUG/Worker-1] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-18%' AND `work_order_workorder`.`assign_to_id` = 2 AND `work_order_workorder`.`type` = 4); args=(u'%2018-04-18%', 2, 4)
[2018-04-19 04:00:00,127: WARNING/Worker-1] {'user_id': 2L, 'type4': 0, 'type1': 0, 'type0': 0, 'type3': 0, 'type2': 0}
[2018-04-19 04:00:00,127: DEBUG/Worker-1] (0.000) INSERT INTO `work_order_orderstatistics` (`uid_id`, `type0`, `type1`, `type2`, `type3`, `type4`, `statime`) VALUES (2, 0, 0, 0, 0, 0, '2018-04-18'); args=[2, 0, 0, 0, 0, 0, u'2018-04-18']
[2018-04-19 04:00:00,132: DEBUG/Worker-1] (0.000) SELECT `celery_taskmeta`.`id`, `celery_taskmeta`.`task_id`, `celery_taskmeta`.`status`, `celery_taskmeta`.`result`, `celery_taskmeta`.`date_done`, `celery_taskmeta`.`traceback`, `celery_taskmeta`.`hidden`, `celery_taskmeta`.`meta` FROM `celery_taskmeta` WHERE `celery_taskmeta`.`task_id` = 'd598eab7-ba3c-47b3-9187-3e13292c04a7'; args=('d598eab7-ba3c-47b3-9187-3e13292c04a7',)
[2018-04-19 04:00:00,134: DEBUG/Worker-1] (0.000) INSERT INTO `celery_taskmeta` (`task_id`, `status`, `result`, `date_done`, `traceback`, `hidden`, `meta`) VALUES ('d598eab7-ba3c-47b3-9187-3e13292c04a7', 'SUCCESS', NULL, '2018-04-18 20:00:00', NULL, 0, 'eJxrYKotZIzgYGBgSM7IzEkpSs0rZIotZC7WAwBWuwcA'); args=['d598eab7-ba3c-47b3-9187-3e13292c04a7', 'SUCCESS', None, u'2018-04-18 20:00:00', None, False, u'eJxrYKotZIzgYGBgSM7IzEkpSs0rZIotZC7WAwBWuwcA']
[2018-04-20 04:00:00,102: DEBUG/Worker-2] (0.008) SELECT `dashboard_userprofile`.`id`, `dashboard_userprofile`.`password`, `dashboard_userprofile`.`last_login`, `dashboard_userprofile`.`is_superuser`, `dashboard_userprofile`.`username`, `dashboard_userprofile`.`first_name`, `dashboard_userprofile`.`last_name`, `dashboard_userprofile`.`email`, `dashboard_userprofile`.`is_staff`, `dashboard_userprofile`.`is_active`, `dashboard_userprofile`.`date_joined`, `dashboard_userprofile`.`name_cn`, `dashboard_userprofile`.`phone` FROM `dashboard_userprofile`; args=()
[2018-04-20 04:00:00,119: DEBUG/Worker-2] (0.002) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-19%' AND `work_order_workorder`.`type` = 0); args=(u'%2018-04-19%', 0)
[2018-04-20 04:00:00,120: DEBUG/Worker-2] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-19%' AND `work_order_workorder`.`type` = 1); args=(u'%2018-04-19%', 1)
[2018-04-20 04:00:00,122: DEBUG/Worker-2] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-19%' AND `work_order_workorder`.`type` = 2); args=(u'%2018-04-19%', 2)
[2018-04-20 04:00:00,123: DEBUG/Worker-2] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-19%' AND `work_order_workorder`.`type` = 3); args=(u'%2018-04-19%', 3)
[2018-04-20 04:00:00,124: DEBUG/Worker-2] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-19%' AND `work_order_workorder`.`type` = 4); args=(u'%2018-04-19%', 4)
[2018-04-20 04:00:00,125: WARNING/Worker-2] {'user_id': 1L, 'type4': 0, 'type1': 0, 'type0': 0, 'type3': 0, 'type2': 0}
[2018-04-20 04:00:00,134: DEBUG/Worker-2] (0.002) INSERT INTO `work_order_orderstatistics` (`uid_id`, `type0`, `type1`, `type2`, `type3`, `type4`, `statime`) VALUES (1, 0, 0, 0, 0, 0, '2018-04-19'); args=[1, 0, 0, 0, 0, 0, u'2018-04-19']
[2018-04-20 04:00:00,145: DEBUG/Worker-2] (0.001) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-19%' AND `work_order_workorder`.`assign_to_id` = 2 AND `work_order_workorder`.`type` = 0); args=(u'%2018-04-19%', 2, 0)
[2018-04-20 04:00:00,146: DEBUG/Worker-2] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-19%' AND `work_order_workorder`.`assign_to_id` = 2 AND `work_order_workorder`.`type` = 1); args=(u'%2018-04-19%', 2, 1)
[2018-04-20 04:00:00,144: DEBUG/Worker-1] (0.003) UPDATE `celery_taskmeta` SET `hidden` = 1 WHERE `celery_taskmeta`.`date_done` < '2018-04-18 20:00:00'; args=(True, u'2018-04-18 20:00:00')
[2018-04-20 04:00:00,148: DEBUG/Worker-2] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-19%' AND `work_order_workorder`.`assign_to_id` = 2 AND `work_order_workorder`.`type` = 2); args=(u'%2018-04-19%', 2, 2)
[2018-04-20 04:00:00,148: DEBUG/Worker-2] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-19%' AND `work_order_workorder`.`assign_to_id` = 2 AND `work_order_workorder`.`type` = 3); args=(u'%2018-04-19%', 2, 3)
[2018-04-20 04:00:00,148: DEBUG/Worker-1] (0.001) DELETE FROM celery_taskmeta WHERE hidden=1; args=(True,)
[2018-04-20 04:00:00,150: DEBUG/Worker-2] (0.001) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-19%' AND `work_order_workorder`.`assign_to_id` = 2 AND `work_order_workorder`.`type` = 4); args=(u'%2018-04-19%', 2, 4)
[2018-04-20 04:00:00,150: WARNING/Worker-2] {'user_id': 2L, 'type4': 0, 'type1': 0, 'type0': 0, 'type3': 0, 'type2': 0}
[2018-04-20 04:00:00,151: DEBUG/Worker-2] (0.000) INSERT INTO `work_order_orderstatistics` (`uid_id`, `type0`, `type1`, `type2`, `type3`, `type4`, `statime`) VALUES (2, 0, 0, 0, 0, 0, '2018-04-19'); args=[2, 0, 0, 0, 0, 0, u'2018-04-19']
[2018-04-20 04:00:00,154: DEBUG/Worker-1] (0.001) UPDATE `celery_tasksetmeta` SET `hidden` = 1 WHERE `celery_tasksetmeta`.`date_done` < '2018-04-18 20:00:00'; args=(True, u'2018-04-18 20:00:00')
[2018-04-20 04:00:00,154: DEBUG/Worker-1] (0.000) DELETE FROM celery_tasksetmeta WHERE hidden=1; args=(True,)
[2018-04-20 04:00:00,157: DEBUG/Worker-2] (0.001) SELECT `celery_taskmeta`.`id`, `celery_taskmeta`.`task_id`, `celery_taskmeta`.`status`, `celery_taskmeta`.`result`, `celery_taskmeta`.`date_done`, `celery_taskmeta`.`traceback`, `celery_taskmeta`.`hidden`, `celery_taskmeta`.`meta` FROM `celery_taskmeta` WHERE `celery_taskmeta`.`task_id` = '803a32bf-a53b-47a2-acac-6679f32b4255'; args=('803a32bf-a53b-47a2-acac-6679f32b4255',)
[2018-04-20 04:00:00,158: DEBUG/Worker-1] (0.000) SELECT `celery_taskmeta`.`id`, `celery_taskmeta`.`task_id`, `celery_taskmeta`.`status`, `celery_taskmeta`.`result`, `celery_taskmeta`.`date_done`, `celery_taskmeta`.`traceback`, `celery_taskmeta`.`hidden`, `celery_taskmeta`.`meta` FROM `celery_taskmeta` WHERE `celery_taskmeta`.`task_id` = 'ef166d9d-8529-4cd6-bddf-793cc34764b7'; args=('ef166d9d-8529-4cd6-bddf-793cc34764b7',)
[2018-04-20 04:00:00,162: DEBUG/Worker-2] (0.000) INSERT INTO `celery_taskmeta` (`task_id`, `status`, `result`, `date_done`, `traceback`, `hidden`, `meta`) VALUES ('803a32bf-a53b-47a2-acac-6679f32b4255', 'SUCCESS', NULL, '2018-04-19 20:00:00', NULL, 0, 'eJxrYKotZIzgYGBgSM7IzEkpSs0rZIotZC7WAwBWuwcA'); args=['803a32bf-a53b-47a2-acac-6679f32b4255', 'SUCCESS', None, u'2018-04-19 20:00:00', None, False, u'eJxrYKotZIzgYGBgSM7IzEkpSs0rZIotZC7WAwBWuwcA']
[2018-04-20 04:00:00,163: DEBUG/Worker-1] (0.001) INSERT INTO `celery_taskmeta` (`task_id`, `status`, `result`, `date_done`, `traceback`, `hidden`, `meta`) VALUES ('ef166d9d-8529-4cd6-bddf-793cc34764b7', 'SUCCESS', NULL, '2018-04-19 20:00:00', NULL, 0, 'eJxrYKotZIzgYGBgSM7IzEkpSs0rZIotZC7WAwBWuwcA'); args=['ef166d9d-8529-4cd6-bddf-793cc34764b7', 'SUCCESS', None, u'2018-04-19 20:00:00', None, False, u'eJxrYKotZIzgYGBgSM7IzEkpSs0rZIotZC7WAwBWuwcA']
[2018-04-21 04:00:00,905: DEBUG/Worker-2] (0.022) SELECT `dashboard_userprofile`.`id`, `dashboard_userprofile`.`password`, `dashboard_userprofile`.`last_login`, `dashboard_userprofile`.`is_superuser`, `dashboard_userprofile`.`username`, `dashboard_userprofile`.`first_name`, `dashboard_userprofile`.`last_name`, `dashboard_userprofile`.`email`, `dashboard_userprofile`.`is_staff`, `dashboard_userprofile`.`is_active`, `dashboard_userprofile`.`date_joined`, `dashboard_userprofile`.`name_cn`, `dashboard_userprofile`.`phone` FROM `dashboard_userprofile`; args=()
[2018-04-21 04:00:00,931: DEBUG/Worker-1] (0.015) UPDATE `celery_taskmeta` SET `hidden` = 1 WHERE `celery_taskmeta`.`date_done` < '2018-04-19 20:00:00'; args=(True, u'2018-04-19 20:00:00')
[2018-04-21 04:00:00,959: DEBUG/Worker-1] (0.008) DELETE FROM celery_taskmeta WHERE hidden=1; args=(True,)
[2018-04-21 04:00:00,960: DEBUG/Worker-2] (0.004) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-20%' AND `work_order_workorder`.`type` = 0); args=(u'%2018-04-20%', 0)
[2018-04-21 04:00:00,962: DEBUG/Worker-2] (0.001) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-20%' AND `work_order_workorder`.`type` = 1); args=(u'%2018-04-20%', 1)
[2018-04-21 04:00:00,964: DEBUG/Worker-2] (0.001) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-20%' AND `work_order_workorder`.`type` = 2); args=(u'%2018-04-20%', 2)
[2018-04-21 04:00:00,965: DEBUG/Worker-1] (0.002) UPDATE `celery_tasksetmeta` SET `hidden` = 1 WHERE `celery_tasksetmeta`.`date_done` < '2018-04-19 20:00:00'; args=(True, u'2018-04-19 20:00:00')
[2018-04-21 04:00:00,966: DEBUG/Worker-1] (0.000) DELETE FROM celery_tasksetmeta WHERE hidden=1; args=(True,)
[2018-04-21 04:00:00,970: DEBUG/Worker-2] (0.000) SELECT COUNT(*) AS `__count` FROM `work_order_workorder` WHERE (`work_order_workorder`.`apply_time` LIKE '%2018-04-20%' AND `work_order_workorder`.`type` = 3); args=(u'%2018-04-20%', 3)
